product_id,sku,product_name,brand,producer,product_type,category,sub_category,country,region,subregion,appellation,grape_variety,grape_class,wine_style,spirit_style,flavor_profile,food_pairing,alcohol,vintage,bottle_size,price_segment,critic_score,critic_source,taste_vector,pairing_vector,recommendation_score
103,sku_000103,vodka_0103,liq9,cantina_luna,vodka,beverage,spirits,france,languedoc_roussillon,languedoc_roussillon_central,languedoc_roussillon_central_village,,,,,cassis,,22.1,,750ml,super_premium,85,wine_spectator,"[0.30,0.60,0.90]","[0.40,0.70,0.00]",0.68
104,sku_000104,tequila_0104,liq9,bodega_sol,tequila,beverage,spirits,france,languedoc_roussillon,languedoc_roussillon_central,languedoc_roussillon_central_premier_cru,,,,,fig,,22.8,,750ml,luxury,86,wine_advocate,"[0.40,0.70,0.00]","[0.50,0.80,0.10]",0.69
105,sku_000105,liqueur_0105,liq9,distillery_north,liqueur,beverage,spirits,france,languedoc_roussillon,languedoc_roussillon_central,languedoc_roussillon_central_grand_cru,,,,,mulberry,,23.5,,750ml,entry,87,decanter,"[0.50,0.80,0.10]","[0.60,0.90,0.20]",0.7
106,sku_000106,cognac_0106,liq9,distillery_delta,cognac,beverage,spirits,france,provence,provence_north,provence_north_village,,,,campbeltown_single_malt,boysenberry,,24.2,,750ml,premium,88,jancis_robinson,"[0.60,0.90,0.20]","[0.70,0.00,0.30]",0.71
107,sku_000107,sake_0107,liq9,brewery_harbor,sake,beverage,spirits,france,provence,provence_north,provence_north_premier_cru,,,,,date,,24.9,,750ml,super_premium,89,distiller,"[0.70,0.00,0.30]","[0.80,0.10,0.40]",0.72
108,sku_000108,beer_0108,liq9,sake_house_kumo,beer,beverage,spirits,france,provence,provence_north,provence_north_grand_cru,,,,,lemon,,25.6,,750ml,luxury,90,whisky_advocate,"[0.80,0.10,0.40]","[0.90,0.20,0.50]",0.73
109,sku_000109,wine_0109,wine_now,agave_fuego,wine,beverage,fine_wine,france,provence,provence_south,provence_south_village,ugni_blanc,white,dessert_sweet,,lime,churrasco,26.3,2014,750ml,entry,91,wine_spectator,"[0.90,0.20,0.50]","[0.00,0.30,0.60]",0.74
110,sku_000110,wine_accessory_0110,wine_now,spirit_house_orbit,wine_accessory,accessory,wine_accessory,france,provence,provence_south,provence_south_premier_cru,,,,,grapefruit,,,,single_unit,premium,92,wine_advocate,"[0.00,0.30,0.60]","[0.10,0.40,0.70]",0.75
111,sku_000111,glassware_0111,wine_now,domaine_atlas,glassware,accessory,glassware,france,provence,provence_south,provence_south_grand_cru,,,,,orange_zest,,,,set_of_2,super_premium,93,decanter,"[0.10,0.40,0.70]","[0.20,0.50,0.80]",0.76
112,sku_000112,whisky_0112,liq9,chateau_rivage,whisky,beverage,spirits,france,provence,provence_east,provence_east_village,,,,tennessee_whiskey,mandarin,,28.4,,750ml,luxury,94,jancis_robinson,"[0.20,0.50,0.80]","[0.30,0.60,0.90]",0.77
113,sku_000113,gin_0113,liq9,cantina_luna,gin,beverage,spirits,france,provence,provence_east,provence_east_premier_cru,,,,,bergamot,,29.1,,750ml,entry,95,distiller,"[0.30,0.60,0.90]","[0.40,0.70,0.00]",0.78
114,sku_000114,rum_0114,liq9,bodega_sol,rum,beverage,spirits,france,provence,provence_east,provence_east_grand_cru,,,,,yuzu,,29.8,,750ml,premium,96,whisky_advocate,"[0.40,0.70,0.00]","[0.50,0.80,0.10]",0.79
115,sku_000115,vodka_0115,liq9,distillery_north,vodka,beverage,spirits,france,provence,provence_west,provence_west_village,,,,,pomelo,,30.5,,750ml,super_premium,97,wine_spectator,"[0.50,0.80,0.10]","[0.60,0.90,0.20]",0.8
116,sku_000116,tequila_0116,liq9,distillery_delta,tequila,beverage,spirits,france,provence,provence_west,provence_west_premier_cru,,,,,candied_lemon,,31.2,,750ml,luxury,98,wine_advocate,"[0.60,0.90,0.20]","[0.70,0.00,0.30]",0.81
117,sku_000117,liqueur_0117,liq9,brewery_harbor,liqueur,beverage,spirits,france,provence,provence_west,provence_west_grand_cru,,,,,pineapple,,31.9,,750ml,entry,99,decanter,"[0.70,0.00,0.30]","[0.80,0.10,0.40]",0.82
118,sku_000118,cognac_0118,liq9,sake_house_kumo,cognac,beverage,spirits,france,provence,provence_central,provence_central_village,,,,japanese_blended,mango,,32.6,,750ml,premium,100,jancis_robinson,"[0.80,0.10,0.40]","[0.90,0.20,0.50]",0.83
119,sku_000119,sake_0119,liq9,agave_fuego,sake,beverage,spirits,france,provence,provence_central,provence_central_premier_cru,,,,,passionfruit,,33.3,,750ml,super_premium,84,distiller,"[0.90,0.20,0.50]","[0.00,0.30,0.60]",0.84
120,sku_000120,beer_0120,liq9,spirit_house_orbit,beer,beverage,spirits,france,provence,provence_central,provence_central_grand_cru,,,,,guava,,34.0,,750ml,luxury,85,whisky_advocate,"[0.00,0.30,0.60]","[0.10,0.40,0.70]",0.85
121,sku_000121,wine_0121,wine_now,domaine_atlas,wine,beverage,fine_wine,france,jura,jura_north,jura_north_village,seyval_blanc,white,light_red,,lychee,paella_seafood,34.7,2011,750ml,entry,86,wine_spectator,"[0.10,0.40,0.70]","[0.20,0.50,0.80]",0.86
122,sku_000122,wine_accessory_0122,wine_now,chateau_rivage,wine_accessory,accessory,wine_accessory,france,jura,jura_north,jura_north_premier_cru,,,,,papaya,,,,single_unit,premium,87,wine_advocate,"[0.20,0.50,0.80]","[0.30,0.60,0.90]",0.87
123,sku_000123,glassware_0123,wine_now,cantina_luna,glassware,accessory,glassware,france,jura,jura_north,jura_north_grand_cru,,,,,banana,,,,set_of_2,super_premium,88,decanter,"[0.30,0.60,0.90]","[0.40,0.70,0.00]",0.88
124,sku_000124,whisky_0124,liq9,bodega_sol,whisky,beverage,spirits,france,jura,jura_south,jura_south_village,,,,french_whisky,dragonfruit,,36.8,,750ml,luxury,89,jancis_robinson,"[0.40,0.70,0.00]","[0.50,0.80,0.10]",0.89
125,sku_000125,gin_0125,liq9,distillery_north,gin,beverage,spirits,france,jura,jura_south,jura_south_premier_cru,,,,,melon,,37.5,,750ml,entry,90,distiller,"[0.50,0.80,0.10]","[0.60,0.90,0.20]",0.9
126,sku_000126,rum_0126,liq9,distillery_delta,rum,beverage,spirits,france,jura,jura_south,jura_south_grand_cru,,,,,rose_petal,,38.2,,750ml,premium,91,whisky_advocate,"[0.60,0.90,0.20]","[0.70,0.00,0.30]",0.91
127,sku_000127,vodka_0127,liq9,brewery_harbor,vodka,beverage,spirits,france,jura,jura_east,jura_east_village,,,,,violet,,38.9,,750ml,super_premium,92,wine_spectator,"[0.70,0.00,0.30]","[0.80,0.10,0.40]",0.92
128,sku_000128,tequila_0128,liq9,sake_house_kumo,tequila,beverage,spirits,france,jura,jura_east,jura_east_premier_cru,,,,,orange_blossom,,39.6,,750ml,luxury,93,wine_advocate,"[0.80,0.10,0.40]","[0.90,0.20,0.50]",0.93
129,sku_000129,liqueur_0129,liq9,agave_fuego,liqueur,beverage,spirits,france,jura,jura_east,jura_east_grand_cru,,,,,jasmine,,40.3,,750ml,entry,94,decanter,"[0.90,0.20,0.50]","[0.00,0.30,0.60]",0.94
130,sku_000130,cognac_0130,liq9,spirit_house_orbit,cognac,beverage,spirits,france,jura,jura_west,jura_west_village,,,,highland_single_malt,honeysuckle,,41.0,,750ml,premium,95,jancis_robinson,"[0.00,0.30,0.60]","[0.10,0.40,0.70]",0.95
131,sku_000131,sake_0131,liq9,domaine_atlas,sake,beverage,spirits,france,jura,jura_west,jura_west_premier_cru,,,,,lavender,,41.7,,750ml,super_premium,96,distiller,"[0.10,0.40,0.70]","[0.20,0.50,0.80]",0.96
132,sku_000132,beer_0132,liq9,chateau_rivage,beer,beverage,spirits,france,jura,jura_west,jura_west_grand_cru,,,,,elderflower,,42.4,,750ml,luxury,97,whisky_advocate,"[0.20,0.50,0.80]","[0.30,0.60,0.90]",0.97
133,sku_000133,wine_0133,wine_now,cantina_luna,wine,beverage,fine_wine,france,jura,jura_central,jura_central_village,nielluccio,red,bold_oaked_red,,chamomile,falafel,43.1,2023,750ml,entry,98,wine_spectator,"[0.30,0.60,0.90]","[0.40,0.70,0.00]",0.98
134,sku_000134,wine_accessory_0134,wine_now,bodega_sol,wine_accessory,accessory,wine_accessory,france,jura,jura_central,jura_central_premier_cru,,,,,acacia,,,,single_unit,premium,99,wine_advocate,"[0.40,0.70,0.00]","[0.50,0.80,0.10]",0.99
135,sku_000135,glassware_0135,wine_now,distillery_north,glassware,accessory,glassware,france,jura,jura_central,jura_central_grand_cru,,,,,mushroom,,,,set_of_2,super_premium,100,decanter,"[0.50,0.80,0.10]","[0.60,0.90,0.20]",0.55
136,sku_000136,whisky_0136,liq9,distillery_delta,whisky,beverage,spirits,france,savoy,savoy_north,savoy_north_village,,,,rye_whiskey,forest_floor,,45.2,,750ml,luxury,84,jancis_robinson,"[0.60,0.90,0.20]","[0.70,0.00,0.30]",0.56
137,sku_000137,gin_0137,liq9,brewery_harbor,gin,beverage,spirits,france,savoy,savoy_north,savoy_north_premier_cru,,,,,truffle,,45.9,,750ml,entry,85,distiller,"[0.70,0.00,0.30]","[0.80,0.10,0.40]",0.57
138,sku_000138,rum_0138,liq9,sake_house_kumo,rum,beverage,spirits,france,savoy,savoy_north,savoy_north_grand_cru,,,,,wet_leaf,,46.6,,750ml,premium,86,whisky_advocate,"[0.80,0.10,0.40]","[0.90,0.20,0.50]",0.58
139,sku_000139,vodka_0139,liq9,agave_fuego,vodka,beverage,spirits,france,savoy,savoy_south,savoy_south_village,,,,,leather,,47.3,,750ml,super_premium,87,wine_spectator,"[0.90,0.20,0.50]","[0.00,0.30,0.60]",0.59
140,sku_000140,tequila_0140,liq9,spirit_house_orbit,tequila,beverage,spirits,france,savoy,savoy_south,savoy_south_premier_cru,,,,,tobacco,,48.0,,750ml,luxury,88,wine_advocate,"[0.00,0.30,0.60]","[0.10,0.40,0.70]",0.6
141,sku_000141,liqueur_0141,liq9,domaine_atlas,liqueur,beverage,spirits,france,savoy,savoy_south,savoy_south_grand_cru,,,,,dried_herbs,,48.7,,750ml,entry,89,decanter,"[0.10,0.40,0.70]","[0.20,0.50,0.80]",0.61
142,sku_000142,cognac_0142,liq9,chateau_rivage,cognac,beverage,spirits,france,savoy,savoy_east,savoy_east_village,,,,japanese_whisky,olive_tapenade,,49.4,,750ml,premium,90,jancis_robinson,"[0.20,0.50,0.80]","[0.30,0.60,0.90]",0.62
143,sku_000143,sake_0143,liq9,cantina_luna,sake,beverage,spirits,france,savoy,savoy_east,savoy_east_premier_cru,,,,,game,,50.1,,750ml,super_premium,91,distiller,"[0.30,0.60,0.90]","[0.40,0.70,0.00]",0.63
144,sku_000144,beer_0144,liq9,bodega_sol,beer,beverage,spirits,france,savoy,savoy_east,savoy_east_grand_cru,,,,,vanilla,,50.8,,750ml,luxury,92,whisky_advocate,"[0.40,0.70,0.00]","[0.50,0.80,0.10]",0.64
145,sku_000145,wine_0145,wine_now,distillery_north,wine,beverage,fine_wine,france,savoy,savoy_west,savoy_west_village,grenache,red,aromatic_white,,cedar,tempura,51.5,2020,750ml,entry,93,wine_spectator,"[0.50,0.80,0.10]","[0.60,0.90,0.20]",0.65
146,sku_000146,wine_accessory_0146,wine_now,distillery_delta,wine_accessory,accessory,wine_accessory,france,savoy,savoy_west,savoy_west_premier_cru,,,,,toast,,,,single_unit,premium,94,wine_advocate,"[0.60,0.90,0.20]","[0.70,0.00,0.30]",0.66
147,sku_000147,glassware_0147,wine_now,brewery_harbor,glassware,accessory,glassware,france,savoy,savoy_west,savoy_west_grand_cru,,,,,smoke,,,,set_of_2,super_premium,95,decanter,"[0.70,0.00,0.30]","[0.80,0.10,0.40]",0.67
148,sku_000148,whisky_0148,liq9,sake_house_kumo,whisky,beverage,spirits,france,savoy,savoy_central,savoy_central_village,,,,australian_single_malt,cocoa,,53.6,,750ml,luxury,96,jancis_robinson,"[0.80,0.10,0.40]","[0.90,0.20,0.50]",0.68
149,sku_000149,gin_0149,liq9,agave_fuego,gin,beverage,spirits,france,savoy,savoy_central,savoy_central_premier_cru,,,,,mocha,,54.3,,750ml,entry,97,distiller,"[0.90,0.20,0.50]","[0.00,0.30,0.60]",0.69
150,sku_000150,rum_0150,liq9,spirit_house_orbit,rum,beverage,spirits,france,savoy,savoy_central,savoy_central_grand_cru,,,,,coffee_bean,,55.0,,750ml,premium,98,whisky_advocate,"[0.00,0.30,0.60]","[0.10,0.40,0.70]",0.7
151,sku_000151,vodka_0151,liq9,domaine_atlas,vodka,beverage,spirits,france,south_west_france,south_west_france_north,south_west_france_north_village,,,,,caramel,,55.7,,750ml,super_premium,99,wine_spectator,"[0.10,0.40,0.70]","[0.20,0.50,0.80]",0.71
152,sku_000152,tequila_0152,liq9,chateau_rivage,tequila,beverage,spirits,france,south_west_france,south_west_france_north,south_west_france_north_premier_cru,,,,,sandalwood,,56.4,,750ml,luxury,100,wine_advocate,"[0.20,0.50,0.80]","[0.30,0.60,0.90]",0.72
153,sku_000153,liqueur_0153,liq9,cantina_luna,liqueur,beverage,spirits,france,south_west_france,south_west_france_north,south_west_france_north_grand_cru,,,,,black_pepper,,57.1,,750ml,entry,84,decanter,"[0.30,0.60,0.90]","[0.40,0.70,0.00]",0.73
154,sku_000154,cognac_0154,liq9,bodega_sol,cognac,beverage,spirits,france,south_west_france,south_west_france_south,south_west_france_south_village,,,,islay_single_malt,white_pepper,,57.8,,750ml,premium,85,jancis_robinson,"[0.40,0.70,0.00]","[0.50,0.80,0.10]",0.74
155,sku_000155,sake_0155,liq9,distillery_north,sake,beverage,spirits,france,south_west_france,south_west_france_south,south_west_france_south_premier_cru,,,,,clove,,58.5,,750ml,super_premium,86,distiller,"[0.50,0.80,0.10]","[0.60,0.90,0.20]",0.75
156,sku_000156,beer_0156,liq9,distillery_delta,beer,beverage,spirits,france,south_west_france,south_west_france_south,south_west_france_south_grand_cru,,,,,cinnamon,,59.2,,750ml,luxury,87,whisky_advocate,"[0.60,0.90,0.20]","[0.70,0.00,0.30]",0.76
157,sku_000157,wine_0157,wine_now,brewery_harbor,wine,beverage,fine_wine,france,south_west_france,south_west_france_east,south_west_france_east_village,frappato,red,late_harvest,,anise,duck_confit,59.9,2017,750ml,entry,88,wine_spectator,"[0.70,0.00,0.30]","[0.80,0.10,0.40]",0.77
158,sku_000158,wine_accessory_0158,wine_now,sake_house_kumo,wine_accessory,accessory,wine_accessory,france,south_west_france,south_west_france_east,south_west_france_east_premier_cru,,,,,ginger,,,,single_unit,premium,89,wine_advocate,"[0.80,0.10,0.40]","[0.90,0.20,0.50]",0.78
159,sku_000159,glassware_0159,wine_now,agave_fuego,glassware,accessory,glassware,france,south_west_france,south_west_france_east,south_west_france_east_grand_cru,,,,,nutmeg,,,,set_of_2,super_premium,90,decanter,"[0.90,0.20,0.50]","[0.00,0.30,0.60]",0.79
160,sku_000160,whisky_0160,liq9,spirit_house_orbit,whisky,beverage,spirits,france,south_west_france,south_west_france_west,south_west_france_west_village,,,,high_rye_bourbon,cardamom,,7.0,,750ml,luxury,91,jancis_robinson,"[0.00,0.30,0.60]","[0.10,0.40,0.70]",0.8
161,sku_000161,gin_0161,liq9,domaine_atlas,gin,beverage,spirits,france,south_west_france,south_west_france_west,south_west_france_west_premier_cru,,,,,licorice,,7.7,,750ml,entry,92,distiller,"[0.10,0.40,0.70]","[0.20,0.50,0.80]",0.81
162,sku_000162,rum_0162,liq9,chateau_rivage,rum,beverage,spirits,france,south_west_france,south_west_france_west,south_west_france_west_grand_cru,,,,,wet_stone,,8.4,,750ml,premium,93,whisky_advocate,"[0.20,0.50,0.80]","[0.30,0.60,0.90]",0.82
163,sku_000163,vodka_0163,liq9,cantina_luna,vodka,beverage,spirits,france,south_west_france,south_west_france_central,south_west_france_central_village,,,,,flint,,9.1,,750ml,super_premium,94,wine_spectator,"[0.30,0.60,0.90]","[0.40,0.70,0.00]",0.83
164,sku_000164,tequila_0164,liq9,bodega_sol,tequila,beverage,spirits,france,south_west_france,south_west_france_central,south_west_france_central_premier_cru,,,,,chalk,,9.8,,750ml,luxury,95,wine_advocate,"[0.40,0.70,0.00]","[0.50,0.80,0.10]",0.84
165,sku_000165,liqueur_0165,liq9,distillery_north,liqueur,beverage,spirits,france,south_west_france,south_west_france_central,south_west_france_central_grand_cru,,,,,saline,,10.5,,750ml,entry,96,decanter,"[0.50,0.80,0.10]","[0.60,0.90,0.20]",0.85
166,sku_000166,cognac_0166,liq9,distillery_delta,cognac,beverage,spirits,france,corsica,corsica_north,corsica_north_village,,,,irish_single_malt,graphite,,11.2,,750ml,premium,97,jancis_robinson,"[0.60,0.90,0.20]","[0.70,0.00,0.30]",0.86
167,sku_000167,sake_0167,liq9,brewery_harbor,sake,beverage,spirits,france,corsica,corsica_north,corsica_north_premier_cru,,,,,slate,,11.9,,750ml,super_premium,98,distiller,"[0.70,0.00,0.30]","[0.80,0.10,0.40]",0.87
168,sku_000168,beer_0168,liq9,sake_house_kumo,beer,beverage,spirits,france,corsica,corsica_north,corsica_north_grand_cru,,,,,iodine,,12.6,,750ml,luxury,99,whisky_advocate,"[0.80,0.10,0.40]","[0.90,0.20,0.50]",0.88
169,sku_000169,wine_0169,wine_now,agave_fuego,wine,beverage,fine_wine,france,corsica,corsica_south,corsica_south_village,cabernet_franc,red,dessert_sweet,,oyster_shell,mapo_tofu,13.3,2014,750ml,entry,100,wine_spectator,"[0.90,0.20,0.50]","[0.00,0.30,0.60]",0.89
170,sku_000170,wine_accessory_0170,wine_now,spirit_house_orbit,wine_accessory,accessory,wine_accessory,france,corsica,corsica_south,corsica_south_premier_cru,,,,,volcanic_ash,,,,single_unit,premium,84,wine_advocate,"[0.00,0.30,0.60]","[0.10,0.40,0.70]",0.9
171,sku_000171,glassware_0171,wine_now,domaine_atlas,glassware,accessory,glassware,france,corsica,corsica_south,corsica_south_grand_cru,,,,,green_apple,,,,set_of_2,super_premium,85,decanter,"[0.10,0.40,0.70]","[0.20,0.50,0.80]",0.91
172,sku_000172,whisky_0172,liq9,chateau_rivage,whisky,beverage,spirits,france,corsica,corsica_east,corsica_east_village,,,,taiwanese_single_malt,yellow_apple,,15.4,,750ml,luxury,86,jancis_robinson,"[0.20,0.50,0.80]","[0.30,0.60,0.90]",0.92
173,sku_000173,gin_0173,liq9,cantina_luna,gin,beverage,spirits,france,corsica,corsica_east,corsica_east_premier_cru,,,,,pear,,16.1,,750ml,entry,87,distiller,"[0.30,0.60,0.90]","[0.40,0.70,0.00]",0.93
174,sku_000174,rum_0174,liq9,bodega_sol,rum,beverage,spirits,france,corsica,corsica_east,corsica_east_grand_cru,,,,,quince,,16.8,,750ml,premium,88,whisky_advocate,"[0.40,0.70,0.00]","[0.50,0.80,0.10]",0.94
175,sku_000175,vodka_0175,liq9,distillery_north,vodka,beverage,spirits,france,corsica,corsica_west,corsica_west_village,,,,,apricot,,17.5,,750ml,super_premium,89,wine_spectator,"[0.50,0.80,0.10]","[0.60,0.90,0.20]",0.95
176,sku_000176,tequila_0176,liq9,distillery_delta,tequila,beverage,spirits,france,corsica,corsica_west,corsica_west_premier_cru,,,,,peach,,18.2,,750ml,luxury,90,wine_advocate,"[0.60,0.90,0.20]","[0.70,0.00,0.30]",0.96
177,sku_000177,liqueur_0177,liq9,brewery_harbor,liqueur,beverage,spirits,france,corsica,corsica_west,corsica_west_grand_cru,,,,,nectarine,,18.9,,750ml,entry,91,decanter,"[0.70,0.00,0.30]","[0.80,0.10,0.40]",0.97
178,sku_000178,cognac_0178,liq9,sake_house_kumo,cognac,beverage,spirits,france,corsica,corsica_central,corsica_central_village,,,,scotch_single_grain,mirabelle,,19.6,,750ml,premium,92,jancis_robinson,"[0.80,0.10,0.40]","[0.90,0.20,0.50]",0.98
179,sku_000179,sake_0179,liq9,agave_fuego,sake,beverage,spirits,france,corsica,corsica_central,corsica_central_premier_cru,,,,,cherry,,20.3,,750ml,super_premium,93,distiller,"[0.90,0.20,0.50]","[0.00,0.30,0.60]",0.99
180,sku_000180,beer_0180,liq9,spirit_house_orbit,beer,beverage,spirits,france,corsica,corsica_central,corsica_central_grand_cru,,,,,raspberry,,21.0,,750ml,luxury,94,whisky_advocate,"[0.00,0.30,0.60]","[0.10,0.40,0.70]",0.55
181,sku_000181,wine_0181,wine_now,domaine_atlas,wine,beverage,fine_wine,italy,piedmont,piedmont_north,piedmont_north_village,plavac_mali,red,light_red,,strawberry,bulgogi,21.7,2011,750ml,entry,95,wine_spectator,"[0.10,0.40,0.70]","[0.20,0.50,0.80]",0.56
182,sku_000182,wine_accessory_0182,wine_now,chateau_rivage,wine_accessory,accessory,wine_accessory,italy,piedmont,piedmont_north,piedmont_north_premier_cru,,,,,cranberry,,,,single_unit,premium,96,wine_advocate,"[0.20,0.50,0.80]","[0.30,0.60,0.90]",0.57
183,sku_000183,glassware_0183,wine_now,cantina_luna,glassware,accessory,glassware,italy,piedmont,piedmont_north,piedmont_north_grand_cru,,,,,red_plum,,,,set_of_2,super_premium,97,decanter,"[0.30,0.60,0.90]","[0.40,0.70,0.00]",0.58
184,sku_000184,whisky_0184,liq9,bodega_sol,whisky,beverage,spirits,italy,piedmont,piedmont_south,piedmont_south_village,,,,wheated_bourbon,red_currant,,23.8,,750ml,luxury,98,jancis_robinson,"[0.40,0.70,0.00]","[0.50,0.80,0.10]",0.59
185,sku_000185,gin_0185,liq9,distillery_north,gin,beverage,spirits,italy,piedmont,piedmont_south,piedmont_south_premier_cru,,,,,pomegranate,,24.5,,750ml,entry,99,distiller,"[0.50,0.80,0.10]","[0.60,0.90,0.20]",0.6
186,sku_000186,rum_0186,liq9,distillery_delta,rum,beverage,spirits,italy,piedmont,piedmont_south,piedmont_south_grand_cru,,,,,wild_berry,,25.2,,750ml,premium,100,whisky_advocate,"[0.60,0.90,0.20]","[0.70,0.00,0.30]",0.61
187,sku_000187,vodka_0187,liq9,brewery_harbor,vodka,beverage,spirits,italy,piedmont,piedmont_east,piedmont_east_village,,,,,sour_cherry,,25.9,,750ml,super_premium,84,wine_spectator,"[0.70,0.00,0.30]","[0.80,0.10,0.40]",0.62
188,sku_000188,tequila_0188,liq9,sake_house_kumo,tequila,beverage,spirits,italy,piedmont,piedmont_east,piedmont_east_premier_cru,,,,,blackberry,,26.6,,750ml,luxury,85,wine_advocate,"[0.80,0.10,0.40]","[0.90,0.20,0.50]",0.63
189,sku_000189,liqueur_0189,liq9,agave_fuego,liqueur,beverage,spirits,italy,piedmont,piedmont_east,piedmont_east_grand_cru,,,,,black_cherry,,27.3,,750ml,entry,86,decanter,"[0.90,0.20,0.50]","[0.00,0.30,0.60]",0.64
190,sku_000190,cognac_0190,liq9,spirit_house_orbit,cognac,beverage,spirits,italy,piedmont,piedmont_west,piedmont_west_village,,,,single_pot_still,blueberry,,28.0,,750ml,premium,87,jancis_robinson,"[0.00,0.30,0.60]","[0.10,0.40,0.70]",0.65
191,sku_000191,sake_0191,liq9,domaine_atlas,sake,beverage,spirits,italy,piedmont,piedmont_west,piedmont_west_premier_cru,,,,,black_plum,,28.7,,750ml,super_premium,88,distiller,"[0.10,0.40,0.70]","[0.20,0.50,0.80]",0.66
192,sku_000192,beer_0192,liq9,chateau_rivage,beer,beverage,spirits,italy,piedmont,piedmont_west,piedmont_west_grand_cru,,,,,cassis,,29.4,,750ml,luxury,89,whisky_advocate,"[0.20,0.50,0.80]","[0.30,0.60,0.90]",0.67
193,sku_000193,wine_0193,wine_now,cantina_luna,wine,beverage,fine_wine,italy,piedmont,piedmont_central,piedmont_central_village,riesling,white,bold_oaked_red,,fig,patatas_bravas,30.1,2023,750ml,entry,90,wine_spectator,"[0.30,0.60,0.90]","[0.40,0.70,0.00]",0.68
194,sku_000194,wine_accessory_0194,wine_now,bodega_sol,wine_accessory,accessory,wine_accessory,italy,piedmont,piedmont_central,piedmont_central_premier_cru,,,,,mulberry,,,,single_unit,premium,91,wine_advocate,"[0.40,0.70,0.00]","[0.50,0.80,0.10]",0.69
195,sku_000195,glassware_0195,wine_now,distillery_north,glassware,accessory,glassware,italy,piedmont,piedmont_central,piedmont_central_grand_cru,,,,,boysenberry,,,,set_of_2,super_premium,92,decanter,"[0.50,0.80,0.10]","[0.60,0.90,0.20]",0.7
196,sku_000196,whisky_0196,liq9,distillery_delta,whisky,beverage,spirits,italy,tuscany,tuscany_north,tuscany_north_village,,,,indian_single_malt,date,,32.2,,750ml,luxury,93,jancis_robinson,"[0.60,0.90,0.20]","[0.70,0.00,0.30]",0.71
197,sku_000197,gin_0197,liq9,brewery_harbor,gin,beverage,spirits,italy,tuscany,tuscany_north,tuscany_north_premier_cru,,,,,lemon,,32.9,,750ml,entry,94,distiller,"[0.70,0.00,0.30]","[0.80,0.10,0.40]",0.72
198,sku_000198,rum_0198,liq9,sake_house_kumo,rum,beverage,spirits,italy,tuscany,tuscany_north,tuscany_north_grand_cru,,,,,lime,,33.6,,750ml,premium,95,whisky_advocate,"[0.80,0.10,0.40]","[0.90,0.20,0.50]",0.73
199,sku_000199,vodka_0199,liq9,agave_fuego,vodka,beverage,spirits,italy,tuscany,tuscany_south,tuscany_south_village,,,,,grapefruit,,34.3,,750ml,super_premium,96,wine_spectator,"[0.90,0.20,0.50]","[0.00,0.30,0.60]",0.74
200,sku_000200,tequila_0200,liq9,spirit_house_orbit,tequila,beverage,spirits,italy,tuscany,tuscany_south,tuscany_south_premier_cru,,,,,orange_zest,,35.0,,750ml,luxury,97,wine_advocate,"[0.00,0.30,0.60]","[0.10,0.40,0.70]",0.75
201,sku_000201,liqueur_0201,liq9,domaine_atlas,liqueur,beverage,spirits,italy,tuscany,tuscany_south,tuscany_south_grand_cru,,,,,mandarin,,35.7,,750ml,entry,98,decanter,"[0.10,0.40,0.70]","[0.20,0.50,0.80]",0.76
202,sku_000202,cognac_0202,liq9,chateau_rivage,cognac,beverage,spirits,italy,tuscany,tuscany_east,tuscany_east_village,,,,scotch_blended,bergamot,,36.4,,750ml,premium,99,jancis_robinson,"[0.20,0.50,0.80]","[0.30,0.60,0.90]",0.77
203,sku_000203,sake_0203,liq9,cantina_luna,sake,beverage,spirits,italy,tuscany,tuscany_east,tuscany_east_premier_cru,,,,,yuzu,,37.1,,750ml,super_premium,100,distiller,"[0.30,0.60,0.90]","[0.40,0.70,0.00]",0.78
204,sku_000204,beer_0204,liq9,bodega_sol,beer,beverage,spirits,italy,tuscany,tuscany_east,tuscany_east_grand_cru,,,,,pomelo,,37.8,,750ml,luxury,84,whisky_advocate,"[0.40,0.70,0.00]","[0.50,0.80,0.10]",0.79
205,sku_000205,wine_0205,wine_now,distillery_north,wine,beverage,fine_wine,italy,tuscany,tuscany_west,tuscany_west_village,arneis,white,aromatic_white,,candied_lemon,pho,38.5,2020,750ml,entry,85,wine_spectator,"[0.50,0.80,0.10]","[0.60,0.90,0.20]",0.8
206,sku_000206,wine_accessory_0206,wine_now,distillery_delta,wine_accessory,accessory,wine_accessory,italy,tuscany,tuscany_west,tuscany_west_premier_cru,,,,,pineapple,,,,single_unit,premium,86,wine_advocate,"[0.60,0.90,0.20]","[0.70,0.00,0.30]",0.81
207,sku_000207,glassware_0207,wine_now,brewery_harbor,glassware,accessory,glassware,italy,tuscany,tuscany_west,tuscany_west_grand_cru,,,,,mango,,,,set_of_2,super_premium,87,decanter,"[0.70,0.00,0.30]","[0.80,0.10,0.40]",0.82
208,sku_000208,whisky_0208,liq9,sake_house_kumo,whisky,beverage,spirits,italy,tuscany,tuscany_central,tuscany_central_village,,,,bourbon,passionfruit,,40.6,,750ml,luxury,88,jancis_robinson,"[0.80,0.10,0.40]","[0.90,0.20,0.50]",0.83
